Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,predicted_is_fraud
10193,2020-06-24 03:21:56,180098888332620,fraud_Heidenreich PLC,grocery_pos,276.4,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,43.042593,-79.05250799999999,1,1
10206,2020-06-24 03:33:40,180098888332620,fraud_Huels-Hahn,gas_transport,7.82,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,41.864069,-79.63338399999999,1,1
11666,2020-06-24 22:03:55,180098888332620,fraud_Durgan-Auer,misc_net,790.54,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,43.22957,-78.451208,1,1
11669,2020-06-24 22:07:11,180098888332620,fraud_Bednar Group,misc_net,723.23,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,41.673916,-78.922416,1,1
11710,2020-06-24 22:30:10,180098888332620,fraud_Sawayn PLC,shopping_pos,996.31,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,43.110777,-78.685005,1,1
11770,2020-06-24 23:06:34,180098888332620,"fraud_Mosciski, Ziemann and Farrell",shopping_net,902.3,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,41.940223,-78.541627,1,1
11780,2020-06-24 23:15:28,180098888332620,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,741.77,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,43.225233,-77.81421800000001,1,1
11789,2020-06-24 23:20:06,3593118134380341,fraud_Terry-Huel,shopping_net,900.77,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,44.971125,-68.90919699999999,1,1
11799,2020-06-24 23:24:22,180098888332620,fraud_Pfeffer and Sons,shopping_pos,1047.3,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1959-03-30,43.217469,-78.33609399999999,1,1
11831,2020-06-24 23:46:55,3593118134380341,fraud_Ruecker Group,misc_net,737.99,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,44.894012,-68.76144599999999,1,1
13345,2020-06-25 18:16:26,3593118134380341,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1046.97,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,45.05939,-68.335587,1,1
13741,2020-06-25 22:24:27,3593118134380341,fraud_Miller-Harris,misc_net,850.82,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,44.386233,-68.757723,1,1
13806,2020-06-25 23:01:19,3593118134380341,fraud_Goyette Inc,shopping_net,976.48,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,44.955637,-67.503251,1,1
14043,2020-06-26 01:35:14,213161231269724,"fraud_Osinski, Ledner and Leuschke",grocery_pos,297.2,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,33.248204,-85.74504499999999,1,1
14064,2020-06-26 01:51:55,213161231269724,fraud_Kilback LLC,grocery_pos,315.72,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.843287,-85.800046,1,1
14678,2020-06-26 09:31:33,6544734391390261,fraud_Kunze Inc,grocery_pos,309.04,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,40.821649,-86.546862,1,1
16050,2020-06-26 22:08:07,213161231269724,"fraud_Herman, Treutel and Dickens",misc_net,749.59,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.483166,-86.33510799999999,1,1
16078,2020-06-26 22:20:01,213161231269724,fraud_Heathcote LLC,shopping_net,1129.53,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.539133,-86.76194100000001,1,1
16155,2020-06-26 22:55:04,213161231269724,fraud_Volkman Ltd,misc_net,844.29,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.590163000000004,-85.76717099999999,1,1
16196,2020-06-26 23:18:46,6544734391390261,fraud_Schumm PLC,shopping_net,949.88,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,41.618135,-87.55474699999999,1,1
16229,2020-06-26 23:37:45,6544734391390261,fraud_Boyer PLC,shopping_net,935.06,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,41.155063,-86.64502900000001,1,1
16231,2020-06-26 23:38:10,6544734391390261,fraud_Kerluke-Abshire,shopping_net,1025.61,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,41.802631,-88.38959200000001,1,1
16365,2020-06-27 01:14:25,6544734391390261,fraud_Koss and Sons,gas_transport,11.82,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,41.554511,-87.016728,1,1
16575,2020-06-27 03:48:35,6544734391390261,fraud_Hackett-Lueilwitz,grocery_pos,294.78,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,41.505282,-86.715398,1,1
18205,2020-06-27 20:18:28,3500969075198072,fraud_Jast Ltd,shopping_net,934.86,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,46.292585,-117.06859,0,1
18509,2020-06-27 22:55:13,3573386445588324,fraud_Spencer PLC,entertainment,614.72,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,44.920705,-99.264799,1,1
18534,2020-06-27 23:04:11,213161231269724,"fraud_Towne, Greenholt and Koepp",shopping_net,996.41,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,34.247756,-84.94930500000001,1,1
18537,2020-06-27 23:07:02,213161231269724,fraud_Medhurst PLC,shopping_net,895.25,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,33.710897,-85.09965600000001,1,1
18572,2020-06-27 23:26:42,213161231269724,fraud_Bashirian Group,shopping_net,1134.41,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,33.114693,-85.83744300000001,1,1
18885,2020-06-28 02:01:49,3581130339108561,fraud_Heidenreich PLC,grocery_pos,314.28,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.256607,-81.036006,1,1
19034,2020-06-28 03:23:52,3573386445588324,"fraud_Schumm, Bauch and Ondricka",grocery_pos,319.53,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,45.247843,-98.280882,1,1
21721,2020-06-28 22:12:08,3581130339108561,"fraud_Labadie, Treutel and Bode",shopping_net,1159.89,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.763354,-81.317657,1,1
21747,2020-06-28 22:21:29,3573386445588324,fraud_Gerlach Inc,shopping_net,1051.14,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,46.45845,-98.578936,1,1
21937,2020-06-28 23:24:26,3581130339108561,fraud_Fisher-Schowalter,shopping_net,1142.66,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,41.894724,-81.866035,1,1
21953,2020-06-28 23:28:24,3573386445588324,fraud_Miller-Harris,misc_net,777.75,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,45.128934,-98.292388,1,1
22015,2020-06-28 23:48:51,3581130339108561,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1197.26,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.199599,-81.10859599999999,1,1
22087,2020-06-29 00:15:24,571844099986,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,307.26,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.582402,-85.696596,1,1
22236,2020-06-29 01:17:03,4761403817546679245,fraud_Lemke-Gutmann,shopping_net,969.7,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,37.310617,-92.913015,1,1
22256,2020-06-29 01:29:03,3581130339108561,"fraud_Goldner, Kovacek and Abbott",grocery_pos,314.73,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.870022,-81.91135,1,1
22353,2020-06-29 02:10:13,4761403817546679245,fraud_Auer-Mosciski,grocery_pos,347.63,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,37.370362,-91.874828,1,1
22379,2020-06-29 02:23:28,3528231451607350,"fraud_Schultz, Simonis and Little",grocery_pos,342.87,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.533647,-75.101612,1,1
22427,2020-06-29 02:44:41,571844099986,fraud_Kunze Inc,grocery_pos,291.15,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.790394,-85.506713,1,1
22547,2020-06-29 03:32:01,3528231451607350,"fraud_Schultz, Simonis and Little",grocery_pos,326.49,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,40.115189,-75.488261,1,1
23216,2020-06-29 08:16:40,571844099986,"fraud_Osinski, Ledner and Leuschke",grocery_pos,344.74,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.618824,-85.43769300000001,1,1
25792,2020-06-29 22:10:42,3528231451607350,fraud_Dooley Inc,shopping_pos,854.92,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,38.759631,-74.136925,1,1
25921,2020-06-29 22:43:27,3528231451607350,fraud_Lockman Ltd,grocery_pos,320.36,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,40.013038,-74.902923,1,1
26055,2020-06-29 23:28:28,571844099986,fraud_Sawayn PLC,shopping_pos,888.56,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,38.033283,-85.15483499999999,1,1
26098,2020-06-29 23:40:46,571844099986,fraud_Jaskolski-Vandervort,misc_net,878.42,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.68554,-84.893428,1,1
26160,2020-06-29 23:55:16,3581130339108561,"fraud_Gottlieb, Considine and Schultz",shopping_net,1004.99,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.682223,-80.74166,1,1
26161,2020-06-29 23:55:18,3581130339108561,fraud_Brown PLC,misc_net,793.07,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,41.703644,-80.949957,1,1
26163,2020-06-29 23:56:05,3581130339108561,fraud_Jewess LLC,shopping_pos,1013.85,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,40.166832,-82.007641,1,1
26194,2020-06-30 00:03:56,3586008444788268,fraud_Schmitt Inc,gas_transport,9.78,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,46.832982,-121.160406,1,1
26219,2020-06-30 00:16:08,571844099986,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,302.75,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,38.526678,-85.630686,1,1
26231,2020-06-30 00:24:48,3528231451607350,fraud_Bins-Rice,gas_transport,18.82,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.297454,-74.974855,1,1
26239,2020-06-30 00:27:19,571844099986,fraud_Bogisich Inc,grocery_pos,315.39,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.478147,-86.731721,1,1
26363,2020-06-30 01:25:08,3586008444788268,fraud_Fisher Inc,shopping_net,1020.48,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,47.856895,-121.562764,1,1
26379,2020-06-30 01:32:44,4761403817546679245,fraud_Kerluke PLC,misc_net,795.07,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,36.52083,-92.26128,1,1
26397,2020-06-30 01:40:26,4761403817546679245,"fraud_Langworth, Boehm and Gulgowski",shopping_net,829.4,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,35.582421999999994,-91.611369,1,1
26446,2020-06-30 02:02:32,30551643947183,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,319.23,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,34.210592,-80.548441,1,1
26466,2020-06-30 02:11:22,3586008444788268,fraud_Ledner-Pfannerstill,gas_transport,8.06,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,46.570814,-121.952525,1,1
26477,2020-06-30 02:16:22,30551643947183,fraud_Sawayn PLC,shopping_pos,772.65,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,35.055611,-81.829295,1,1
26519,2020-06-30 02:36:40,4761403817546679245,fraud_Miller-Hauck,grocery_pos,353.35,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,36.867779,-91.124677,1,1
26567,2020-06-30 02:59:45,3586008444788268,fraud_Kiehn Inc,grocery_pos,348.48,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,47.635992,-122.36239,1,1
26586,2020-06-30 03:06:29,3528231451607350,fraud_DuBuque LLC,grocery_pos,320.73,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,38.785077,-75.598612,1,1
26602,2020-06-30 03:13:30,3586008444788268,"fraud_Goyette, Howell and Collier",shopping_pos,826.27,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,48.399267,-121.500632,1,1
26607,2020-06-30 03:16:01,3586008444788268,fraud_Wilkinson Ltd,entertainment,483.28,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,47.375404,-121.358143,1,1
26615,2020-06-30 03:21:07,30551643947183,fraud_Fisher-Schowalter,shopping_net,1071.12,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,35.853558,-81.172494,1,1
26633,2020-06-30 03:27:49,3528231451607350,fraud_Kuhic Inc,grocery_pos,307.33,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,38.653216,-74.367462,1,1
26673,2020-06-30 03:49:23,3528231451607350,fraud_Doyle Ltd,grocery_pos,347.88,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.416971,-74.20669699999999,1,1
26696,2020-06-30 03:59:50,3586008444788268,"fraud_Effertz, Welch and Schowalter",entertainment,520.02,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,46.780492,-122.916246,1,1
29593,2020-06-30 21:38:41,3528231451607350,"fraud_Kihn, Abernathy and Douglas",shopping_net,1123.95,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.045168,-74.554456,1,1
29664,2020-06-30 22:02:57,3528231451607350,fraud_McGlynn-Heathcote,misc_net,830.06,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,38.668035,-74.77953199999999,1,1
29859,2020-06-30 23:04:32,571844099986,"fraud_Gottlieb, Considine and Schultz",shopping_net,993.55,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,38.188666,-86.542169,1,1
29894,2020-06-30 23:16:18,3528231451607350,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,970.38,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.403926,-74.773576,1,1
29895,2020-06-30 23:16:28,3528231451607350,"fraud_Kerluke, Kertzmann and Wiza",misc_net,809.53,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,38.487274,-74.886792,1,1
29896,2020-06-30 23:16:40,571844099986,"fraud_Haley, Jewess and Bechtelar",shopping_pos,917.97,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,37.6226,-85.91279300000001,1,1
29979,2020-06-30 23:40:13,2720433095629877,fraud_Jewess LLC,shopping_pos,789.29,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,43.318276,-69.748962,0,1
30007,2020-06-30 23:45:52,3528231451607350,"fraud_Huel, Hammes and Witting",grocery_pos,359.26,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.48877,-75.297022,1,1
30010,2020-06-30 23:46:30,3528231451607350,fraud_Torphy-Goyette,shopping_pos,727.32,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,39.889722,-74.958256,1,1
30019,2020-06-30 23:48:35,571844099986,"fraud_Huel, Hammes and Witting",grocery_pos,284.94,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,39.075545,-85.607381,1,1
30289,2020-07-01 03:52:51,3586008444788268,fraud_Bashirian Group,shopping_net,1001.99,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,47.402638,-122.645785,1,1
32148,2020-07-02 03:23:51,4956828990005111019,fraud_Klocko LLC,misc_net,730.98,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,41.154369,-74.97283399999999,0,1
33975,2020-07-03 00:18:13,3540416671210051,"fraud_Casper, Hand and Zulauf",grocery_pos,286.73,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,46.462649,-94.151278,1,1
34001,2020-07-03 00:41:07,3589255887819806,"fraud_Moen, Reinger and Murphy",grocery_pos,278.04,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.31171,-77.683835,1,1
34093,2020-07-03 01:52:30,3589255887819806,fraud_Kuvalis Ltd,gas_transport,6.99,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,40.036844,-79.139843,1,1
34665,2020-07-03 09:35:53,3589255887819806,"fraud_Schumm, Bauch and Ondricka",grocery_pos,305.34,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,40.159578,-78.10995600000001,1,1
36057,2020-07-03 22:31:00,3540416671210051,"fraud_Schmeler, Bashirian and Price",shopping_net,1115.94,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,45.518257,-94.170698,1,1
36082,2020-07-03 22:44:10,3589255887819806,fraud_McGlynn-Heathcote,misc_net,693.71,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.840071,-78.945141,1,1
36126,2020-07-03 23:07:22,3589255887819806,"fraud_Langworth, Boehm and Gulgowski",shopping_net,991.33,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.333607,-77.99670400000001,1,1
36135,2020-07-03 23:13:05,3540416671210051,fraud_Kuphal-Bartoletti,misc_net,912.89,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,45.958943,-94.553793,1,1
36149,2020-07-03 23:22:20,3540416671210051,fraud_Gleason-Macejkovic,shopping_net,1061.91,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,44.782366,-93.49626,1,1
36187,2020-07-03 23:43:45,3589255887819806,fraud_Gerlach Inc,shopping_net,840.53,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,40.146169,-78.837614,1,1
36329,2020-07-04 01:26:48,3589255887819806,fraud_Doyle Ltd,grocery_pos,291.0,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.993252000000005,-78.240985,1,1
36461,2020-07-04 03:17:41,4989847570577635369,fraud_Kiehn Inc,grocery_pos,352.15,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,34.737279,-81.36533100000001,1,1
37051,2020-07-04 10:28:50,4989847570577635369,fraud_Cole PLC,grocery_pos,349.74,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,33.595316,-81.34936,1,1
38397,2020-07-04 22:35:47,3589255887819806,fraud_Hills-Witting,shopping_net,874.99,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.618476,-77.753339,1,1
38527,2020-07-04 23:44:03,3589255887819806,fraud_Schmitt Ltd,misc_net,709.43,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,39.114715,-77.385777,1,1
38598,2020-07-05 00:18:33,4462038234743679432,"fraud_Casper, Hand and Zulauf",grocery_pos,343.75,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,1945-11-26,31.462816,-105.91891499999998,1,1
38714,2020-07-05 01:22:56,4989847570577635369,fraud_Kuphal-Bartoletti,misc_net,875.02,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,34.93699,-81.524364,1,1
